,ID,Language,IdPredecessor,PersonNumber,PersonIdCode,Active,FirstName,LastName,GenderAsString,Canton,CantonName,CantonAbbreviation,Council,CouncilName,CouncilAbbreviation,ParlGroupNumber,ParlGroupName,ParlGroupAbbreviation,ParlGroupFunction,ParlGroupFunctionText,Party,PartyName,PartyAbbreviation,MilitaryRank,MilitaryRankText,MaritalStatus,MaritalStatusText,Nationality,BirthPlace_City,BirthPlace_Canton,Mandates,AdditionalMandate,AdditionalActivity,OfficialName,DateJoining,DateLeaving,DateElection,DateOath,DateResignation,Modified,NumberOfChildren,Citizenship,DateOfBirth,DateOfDeath
711,792,FR,,792,2246,false,Norbert,Zumbühl,m,7,Nidwald,NW,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,Zumbühl Norbert,1977-05-02T00:00:00,1990-06-01T00:00:00,1977-05-02T00:00:00,1977-05-02T00:00:00,1990-06-01T00:00:00,2015-05-17T21:18:19.387,,Wolfenschiessen (NW),1919-04-21T00:00:00,2000-05-12T00:00:00
712,793,FR,,793,2249,false,Rosemarie,Antille,f,23,Valais,VS,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,Antille Rosemarie,1989-01-31T00:00:00,1991-11-24T00:00:00,1989-01-31T00:00:00,1989-01-31T00:00:00,1991-11-24T00:00:00,2015-05-17T21:18:19.387,,Chalais (VS),1949-04-20T00:00:00,
713,797,FR,,797,2564,false,Walter,Donzé,m,2,Berne,BE,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,18,Parti évangélique suisse,PEV,4,Sergent,,,Suisse,Lucerne,,Exekutive der Gemeinde Frutigen: Gemeinderat von Januar 1990 bis Dezember 1993; Gemeinderatspräsident von Januar 1994 bis Dezember 2001; Legislative des Kantons ( Grossrat des Kantons Bern): von 1998 bis 2000,1986-1990 Pressechef EVP Kanton Bern; 1994-2001Projektkommission AlpTransit BE; Vizepräsident EVP Schweiz seit 2001,,Donzé,2007-12-03T00:00:00,2010-09-12T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2010-09-12T00:00:00,2018-10-05T15:56:42.967,,"Frutigen (BE),Lucerne (LU)",1946-05-05T00:00:00,
714,801,FR,,801,2565,false,Fabio,Abate,m,27,Tessin,TI,2,Conseil des Etats,CE,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,3,Caporal,,,Suisse,Locarno,,incarichi esecutivi presso il comune di Locarno: municipale dal 1996 al 2001,,,Abate,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-11-15T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,2019-12-06T11:18:25.65,,Cabbio (TI),1966-01-04T00:00:00,
715,804,FR,,804,2567,false,Ruth,Metzler-Arnold,f,16,Appenzell Rh.-Int.,AI,99,Conseil fédéral,CF,,,,,,14,Parti démocrate-chrétien suisse,PDC,,,,,Suisse,Sursee,,,Von 1989 bis 1990 UBS Bern. Von 1990 bis 1999 PricewaterhouseCoopers AG in St. Gallen. Von 1992 bis 1995 Bezirksrichterin in Appenzell. Von 1995 bis 1996 Kantonsrichterin Appenzell I.Rh. Von 1996 bis 1999 CVP-Regierungsrätin des Kantons Appenzell I.Rh. (Finanzdirektorin). Ab 1999 im Vorstand der Finanzdirektoren.,,Metzler-Arnold,2003-01-01T00:00:00,2003-12-31T00:00:00,1999-03-11T00:00:00,2003-01-01T00:00:00,2003-12-31T00:00:00,2018-10-09T15:23:53.823,,"Willisau Stadt (LU),Balgach (SG),Richenthal (LU)",1964-05-23T00:00:00,
716,805,FR,,805,2568,false,Hans,Lauri,m,2,Berne,BE,2,Conseil des Etats,CE,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,14,Colonel,,,Suisse,Berne,,Regierungsrat des Kantons Bern (Finanzdirektor) von Juni 1994 bis  August 2001,,,Lauri,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2018-10-09T15:16:48.173,,Zofingen (AG),1944-10-26T00:00:00,
717,806,FR,,806,2569,true,Maya,Graf,f,13,Bâle-Campagne,BL,2,Conseil des Etats,CE,6,Groupe des VERT-E-S,G,1,Membre,20,Les VERT-E-S suisses,VERT-E-S,,,,,Suisse,Sissach,,Legislative der Gemeinde (Gemeindekommission): von Juli 1988 bis Juni 1995; Legislative des Kantons: von Juli 1995 bis Mai 2001,Vorstand Grüne Kanton Basel-Landschaft: seit Oktober 2008,Vize-Präsidentin der Parlamentarischen Gruppe Tibet; Co-Präsidentin der Parlamentarischen Gruppe Tierschutz; Co- Präsidentin der Parlamentarischen Damen Sportgruppe; Co-Präsidentin der Parlamentarischen Gruppe Mehrsprachigkeit; Co-Präsidentin der Parlamentarischen Gruppe Weiterbildung,Graf Maya,2019-12-04T00:00:00,,2019-11-24T00:00:00,2019-12-04T00:00:00,,2019-12-04T08:52:39.237,,Sissach (BL),1962-02-28T00:00:00,
718,809,FR,,809,2570,false,Christine,Wirz-von Planta,f,12,Bâle-Ville,BS,1,Conseil national,CN,7,Groupe libéral,L,1,Membre,16,Parti libéral démocrate,PLD,,,,,Suisse,Berne,,Bürgerrätin (Exekutive) von 1993 bis 2001; Grosser Rat (Legislative) von 1984 bis 1996 und ab 2000,Parteipräsidentin LDP BS von 1990 bis 1998; Vorstandsmitglied seit 1998; Verfassungsrätin seit 1999,,Wirz-von Planta,2001-09-17T00:00:00,2003-11-30T00:00:00,2001-09-17T00:00:00,2001-09-17T00:00:00,2003-11-30T00:00:00,2018-10-09T16:42:20.273,,"Bâle (BS),Susch (GR),Gelterkinden (BL)",1944-03-26T00:00:00,
719,817,FR,,817,2571,false,Adriano,Imfeld,m,6,Obwald,OW,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,5,Fourrier,,,Suisse,Bâle,,1986-1990 Einwohnergemeinderat von Sarnen; 1994-2002 Mitglied des Kantonsrates von Obwalden; 2001-2002 Präsident des Kantonsrates von Obwalden,,,Imfeld Adriano,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2018-10-05T16:18:17.16,,Lungern (OW),1954-12-04T00:00:00,
720,820,FR,2b6364b3-fc5d-41ed-8934-9f8f0086b7ca,820,2572,false,Ernst,Schibli,m,1,Zurich,ZH,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,1,Soldat,,,Suisse,Zurich,,Exekutive der Gemeinde Otelfingen: Gemeindepräsident von März 1982 bis März 2010; Legislative des Kantons (Kantonsrat): von August 1990 bis Januar 2002,,,Schibli,2014-05-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2014-05-05T00:00:00,2015-11-29T00:00:00,2015-05-17T21:18:19.387,,Otelfingen (ZH),1952-08-16T00:00:00,
721,823,FR,,823,2573,false,Pascale,Bruderer Wyss,f,19,Argovie,AG,2,Conseil des Etats,CE,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,Suisse,Baden,,Legislative der Gemeinde (Einwohnerrätin) Baden: von Dezember 1997 bis Januar 2004; Legislative des Kantons (Grossrätin): von April 2001 bis April 2002,,Präsidentin der Parlamentarischen Gruppe Gebärdensprache,Bruderer Wyss,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,2019-10-15T10:40:38.283,,"Rorschach (SG),Baden (AG),Baar (ZG),Römerswil (LU)",1977-07-28T00:00:00,
722,824,FR,,824,2574,false,Pierre,Salvi,m,22,Vaud,VD,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,Suisse,Vevey,,Juin 1988- décembre 1993 Conseil communal; 1994-1996 Municipal: 1996 Syndic; 1990-2002 Grand Conseil,,,Salvi,2003-12-01T00:00:00,2007-05-29T00:00:00,2003-11-09T00:00:00,2003-12-01T00:00:00,2007-06-03T00:00:00,2018-10-09T16:22:33.76,,Montreux (VD),1957-08-07T00:00:00,
723,825,FR,,825,2575,true,Hannes,Germann,m,14,Schaffhouse,SH,2,Conseil des Etats,CE,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,12,Major,,,Suisse,Schaffhouse,,Exekutive der Gemeinde: Präsident von Januar 1997 bis Dezember 2008; Legislative des Kantons (Kantonsrat): von Januar 1997 bis Dezember 2001; Erziehungsrat: von Januar 1993 bis Dezember 1996,,Co-Präsident der Parlamentarischen Gruppe Mehrsprachigkeit; Co-Präsident Parlamentarische Gruppe Fussball,Germann,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,2022-10-31T10:48:03.583,,Merishausen (SH),1956-07-01T00:00:00,
724,826,FR,69c785e5-87f0-4cd5-8188-ff087071fa6e,826,2576,false,Annemarie,Huber-Hotz,f,2,Berne,BE,98,,,,,,,,15,PLR.Les Libéraux-Radicaux,PLR,,,,,Suisse,Baar,,,,,Huber-Hotz Annemarie,1999-12-15T00:00:00,2007-12-31T00:00:00,1999-12-15T00:00:00,1999-12-15T00:00:00,2007-12-31T00:00:00,2019-08-05T08:32:10.737,,"Kirchberg (SG),Baar (ZG)",1948-08-16T00:00:00,2019-08-01T00:00:00
725,827,FR,b4b1eddf-ffa3-4c66-89c7-7eda60215d31,827,2577,false,Micheline,Calmy-Rey,f,25,Genève,GE,99,Conseil fédéral,CF,,,,,,12,Parti socialiste suisse,PSS,,,,,,,,,,,Calmy-Rey,2011-01-01T00:00:00,2011-12-31T00:00:00,2002-12-04T00:00:00,2011-01-01T00:00:00,2011-12-31T00:00:00,2018-10-09T15:02:46.08,,Chermignon (VS),1945-07-08T00:00:00,
726,1039,FR,,1039,,false,Hans,Steiner,m,5,Schwyz,SZ,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1919-12-01T00:00:00,1924-12-01T00:00:00,1919-12-01T00:00:00,1919-12-01T00:00:00,1924-12-01T00:00:00,2015-05-17T21:18:19.387,,Ingenbohl (SZ),1884-01-07T00:00:00,1964-09-08T00:00:00
727,1059,FR,,1059,2578,false,Franz,Brun,m,3,Lucerne,LU,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,Suisse,Ruswil,,Gemeindepräsident von Ruswil seit 1. Juli 1991; Grossrat des Kantons Luzern von Juni 1987 bis 30. Juni 2003,,,Brun Franz,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2018-10-05T13:35:32.303,,Ruswil (LU),1943-06-18T00:00:00,
728,1065,FR,,1065,2579,false,Ueli,Leuenberger,m,25,Genève,GE,1,Conseil national,CN,6,Groupe des VERT-E-S,G,1,Membre,20,Les VERT-E-S suisses,VERT-E-S,2,Appointé,,,Suisse,Herzogenbuchsee,,Législatif communal (Conseil municipal) de la Ville de Genève: depuis 1991 jusqu'à 1997; Législatif cantonal (Grand Conseil): dépuis 2001 jusqu'à 2003,Vice-président du parti écologiste suisse-les verts: depuis janvier 2004 jusqu'à avril 2008; Président du parti écologiste suisse-les verts: depuis avril 2008 jusqu'à avril 2012,Co-président de l'intergroupe parlementaire Suisse-Arménie,Leuenberger-Genève,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,2015-05-17T21:18:19.387,,Rohrbachgraben (BE),1952-03-26T00:00:00,
729,1071,FR,,1071,2580,true,Ruth,Humbel,f,19,Argovie,AG,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,1586,Le Centre,M-E,,,,,Suisse,Baden,,Legislative des Kantons (Grossrätin): von April 1981 bis Oktober 2003,Vorstand Mittefraktion CVP-EVP-BDP,Co-Präsidentin der Parlamentarischen Gruppe Gesundheitspolitik der Bundesversammlung; Co-Präsidentin der Parlamentarischen Gruppe BVG; Co-Präsidentin der Parlamentarischen Gruppe nichtübertragbare Krankheiten NCD; Co-Präsidentin der Parlamentarischen Gruppe Kinder- und Jugendmedizin,Humbel,2019-12-02T00:00:00,2023-02-26T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2023-02-26T00:00:00,2019-12-04T09:02:41.29,,"Ittenthal (AG),Birmenstorf (AG)",1957-07-23T00:00:00,
730,1103,FR,,1103,2602,false,Gabi,Huber,f,4,Uri,UR,1,Conseil national,CN,1,Groupe libéral-radical,RL,2,Président(e),15,PLR.Les Libéraux-Radicaux,PLR,,,,,Suisse,Schattdorf,,Exekutive der Gemeinde (Fürsorgerat) Altdorf: von Januar 1987 bis Dezember 1993; Legislative des Kantons (Landrätin): von Juni 1988 bis Mai 1996; Exekutive des Kantons (Regierungsrätin): von Juni 1996 bis Mai 2004 und von Juni 2002 bis Mai 2004 Landammann,Vizepräsidentin FDP Schweiz: von August 2006 bis April 2008,Vizepräsidentin der Parlamentarischen Gruppe Schweiz-Lateinamerika,Huber,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,2015-05-17T21:18:19.387,,Altdorf (UR),1956-02-29T00:00:00,
731,1104,FR,,1104,2588,false,Jakob,Büchler,m,17,St-Gall,SG,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,43,--,,,Suisse,Schänis,,Legislative des Kantons (Kantonsrat): von Mai 1988 bis April 2003; Kantonsratspräsident: von 2001 bis 2002,,Präsident der Parlamentarischen Gruppe Christ+Politik,Büchler Jakob,2015-11-30T00:00:00,2018-03-08T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2018-03-08T00:00:00,2018-03-14T09:04:56.913,,Appenzell (AI),1952-05-29T00:00:00,
732,1105,FR,,1105,2586,false,Attilio,Bignasca,m,27,Tessin,TI,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,1,Membre,23,Lega dei Ticinesi,Lega,,,,,Suisse,Viganello,,Legislativo comunale: da aprile 1992; legislativo cantonale: da aprile 1991(presidente: 2002/2003),,,Bignasca Attilio,2007-12-03T00:00:00,2009-12-31T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2009-12-31T00:00:00,2020-04-01T09:15:06.157,,Sonvico (TI),1943-11-01T00:00:00,2020-03-29T00:00:00
733,1106,FR,,1106,2600,true,Brigitte,Häberli-Koller,f,20,Thurgovie,TG,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,1586,Le Centre,M-E,,,,,Suisse,Wetzikon (ZH),,Exekutive der Gemeinde: von Januar 1996 bis Mai 2003; Legislative des Kantons: von Juni 1996 bis November 2003,"Präsidentin CVP Thurgau: von Juni 2001 bis 2006; Mitglied Parteivorstand CVP Schweiz: seit Oktober 2004; Vizepräsidentin der Fraktion C: von Mai 2005 bis 2011, Mitglied Fraktionsvorstand Bundeshausfraktion CVP",Co-Präsidentin der Parlamentarischen Gruppe Freiwilligenarbeit und Ehrenamt; Co-Präsidentin der Parlamentarischen Gruppe Wohn- und Grundeigentum; Co-Präsidentin der Parlamentarischen Gruppe Kundendialog,Häberli-Koller,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,2019-10-22T15:31:07.427,,Münchenbuchsee (BE),1958-08-23T00:00:00,
734,1107,FR,,1107,2639,false,Madeleine,Amgwerd,f,26,Jura,JU,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,Suisse,Bienne,,"Conseil de ville Delémont: 1985 - 1995; Conseil communal Delémont: dès 1996; Parlement jurassien: dès 1999, Présidente du Parlement jurassien 2003",Présidente des Femmes PDC Jura dès 1998,,Amgwerd Madeleine,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2018-10-05T13:21:51.46,,"Sattel (SZ),Schwyz (SZ)",1946-08-01T00:00:00,
735,1108,FR,fabd5ed4-30be-4c35-9139-c592e905a41c,1108,2621,true,Guy,Parmelin,m,22,Vaud,VD,99,Conseil fédéral,CF,,,,,,13,Union Démocratique du Centre,UDC,3,Caporal,,,Suisse,Bursins,,,Vice-président du Groupe parlementaire UDC aux Chambres Fédérales,,Parmelin,2022-01-01T00:00:00,,2015-12-09T00:00:00,2022-01-01T00:00:00,,2018-07-05T08:57:47.107,,Bursins (VD),1959-11-09T00:00:00,
736,1109,FR,,1109,2623,true,Gerhard,Pfister,m,9,Zoug,ZG,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,1586,Le Centre,M-E,,,,,Suisse,Zoug,,Legislative des Kantons: von Dezember 1998 bis November 2003,Präsident CVP Oberägeri: von April 1999 bis April 2005; Präsident CVP Kanton Zug: von April 1999 bis April 2008; Mitglied des Parteipräsidiums der CVP Schweiz: von 2012 bis 2016; Präsident der CVP Schweiz: seit April 2016,"Präsident der Parlamentarischen Gruppe Schweiz-Polen, Präsident der Parlamentarische Gruppe Pro Baltikum",Pfister Gerhard,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,2021-06-03T11:55:11.28,,"Oberägeri (ZG),Wittenbach (SG)",1962-10-01T00:00:00,
737,1110,FR,,1110,2635,false,Daniel,Vischer,m,1,Zurich,ZH,1,Conseil national,CN,6,Groupe des VERT-E-S,G,1,Membre,20,Les VERT-E-S suisses,VERT-E-S,,,,,Suisse,Bâle,,Legislative des Kantons: von November 1983 bis September 2003; Verfassungsrat Kanton Zürich: von 2000 bis 2005,,,Vischer Daniel,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,2017-10-10T08:53:08.063,,Bâle (BS),1950-01-16T00:00:00,2017-01-17T00:00:00
738,1111,FR,,1111,2618,false,Felix,Müri,m,3,Lucerne,LU,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,2,Appointé,,,Suisse,Lucerne,,Legislative des Kantons: von 1999 bis 2003,Präsident SVP Emmen: von April 1999 bis April 2002; Präsident SVP Amt Hochdorf: von 2002 bis 2004; Präsident SVP Kanton Luzern: von April 2001 bis September 2004,Co-Präsident der Parlamentarischen Gruppe Rock/Pop im Bundeshaus: seit September 2013; Co-Präsident der Parlamentarischen Gruppe MINT-Förderung als Beitrag zur Behebung des Fachkräftemangels; Präsident der Parlamentarischen Gruppe Bosnien Herzegowina; Co-Präsident der Parlamentarischen Gruppe Print; Präsident der Parlamentarischen Gruppe Schweiz-Taiwan; Co-Präsident der Parlamentarischen Gruppe Schweiz-Kosovo; Co-Präsident der Parlamentarischen Gruppe Fürsorgerische Zwangsmassnahmen; Co-Präsident der Parlamentarischen Gruppe Kundendialog,Müri,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,2019-10-24T14:42:30.7,,Schinznach (AG),1958-01-22T00:00:00,
739,1112,FR,,1112,2615,false,Geri,Müller,m,19,Argovie,AG,1,Conseil national,CN,6,Groupe des VERT-E-S,G,1,Membre,20,Les VERT-E-S suisses,VERT-E-S,,,,,Suisse,Brugg,,Legislative der Gemeinde Baden: von April 1990 bis Dezember 1991; Exekutive der Gemeinde Baden: seit Januar 2006; Legislative des Kantons: von November 1995 bis November 2003,Fraktionspräsident Grosser Rat Kanton Aargau: von September 1999 bis Oktober 2003,Präsident der Parlamentarischen Gruppe Peak Oil; Vize-Präsident der Parlamentarischen Gruppe Schweiz-Republik Korea,Müller Geri,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,2015-05-17T21:18:19.387,,Turgi (AG),1960-10-27T00:00:00,
740,1113,FR,,1113,2612,false,Filippo,Leutenegger,m,1,Zurich,ZH,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,24,Officier spécialisé,,,Suisse,Rome,,,,Co-Präsident der Parlamentarischen Gruppe Medien und Kommerzielle Kommunikation (GMK): bis Mai 2014,Leutenegger Filippo,2011-12-05T00:00:00,2014-05-06T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2014-05-06T00:00:00,2018-10-09T15:17:45.07,,Thundorf (TG),1952-11-25T00:00:00,
741,1114,FR,,1114,2609,false,Marianne,Kleiner,f,15,Appenzell Rh.-Ext.,AR,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,Suisse,Gossau,,Exekutive des Kantons: von April 1994 bis Mai 2003; Landammann: von April 1997 bis Mai 2000,Vizepräsidentin FDP Schweiz: von April 1998 bis 2006,,Kleiner,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2018-10-05T16:22:18.757,,Rorschacherberg (SG),1947-05-29T00:00:00,
742,1115,FR,,1115,2626,false,André,Reymond,m,25,Genève,GE,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,,,,,Suisse,Berne,,Législatif cantonal: deputé au Grand Conseil depuis novembre 2001 jusqu'à 2007,Président UDC canton de Genève: depuis 2005 jusqu'à 2007,,Reymond,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2018-10-09T15:36:24.86,,Genève (GE),1940-01-07T00:00:00,
743,1116,FR,67e2c8ff-015b-44a9-ad70-57b51465ae0a,1116,2589,false,Didier,Burkhalter,m,24,Neuchâtel,NE,99,Conseil fédéral,CF,,,,,,15,PLR.Les Libéraux-Radicaux,PLR,24,Officier spécialisé,,,Suisse,Neuchâtel,,Législatif communal (Conseil général) de Hauterive: depuis mai 1988 jusqu'à septembre 1990; Exécutif communal (Conseil communal) de Neuchâtel: depuis juillet 1991 jusqu'à juin 2005; Législatif cantonal (Grand conseil): depuis mai 1990 jusqu'à mai 2001,Vice-président du Groupe radical-libéral de l'Assemblée fédérale depuis 2005,,Burkhalter,2015-01-01T00:00:00,2017-10-31T00:00:00,2009-09-16T00:00:00,2015-01-01T00:00:00,2017-10-31T00:00:00,2018-10-05T13:37:05.08,,"Neuchâtel (NE),Sumiswald (BE)",1960-04-17T00:00:00,
744,1117,FR,,1117,2598,false,Jean-René,Germanier,m,23,Valais,VS,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,3,Caporal,,,Suisse,Sion,,Législatif communal (Conseiller communal): depuis janvier 1993 jusqu'à décembre 2003,,Président de l'intergroupe parlementaire Tourisme et transports; Vice-président de l'intergroupe parlementaire Viticulture,Germanier,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,2018-10-05T16:09:08.907,,"Conthey (VS),Vétroz (VS)",1958-12-18T00:00:00,
745,1118,FR,,1118,2606,false,Otto,Ineichen,m,3,Lucerne,LU,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,1,Soldat,,,Suisse,Sursee,,,,,Ineichen,2011-12-05T00:00:00,2012-06-06T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2012-06-06T00:00:00,2018-10-05T16:18:52.733,,Sursee (LU),1941-06-08T00:00:00,2012-06-06T00:00:00
746,1119,FR,,1119,2627,false,Jean-François,Rime,m,10,Fribourg,FR,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,1,Soldat,,,Suisse,Fribourg,,Législatif communal (Conseil général) de Bulle: depuis juin 1989 jusqu'à février 1991,,Président du groupement des arts et métiers de l’Assemblée fédérale; Co-président de l'intergroupe parlementaire banques domestiques,Rime,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,2019-10-24T14:42:30.7,,Charmey (FR),1950-06-28T00:00:00,
747,1120,FR,,1120,2632,true,Carlo,Sommaruga,m,25,Genève,GE,2,Conseil des Etats,CE,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,1,Soldat,,,Suisse,Zurich,,Législatif communal de Thônex - GE: de juin 1991 jusqu'à janvier 2001; Législatif cantonal (Grand Conseil): de novembre 2001 jusqu'à novembre 2003,,Co-président de l'intergroupe parlementaire Genève International; Co-président de l'intergroupe parlementaire Suisse- Solidarité internationale; Co-président de l'intergroupe parlementaire Suisses de l'étranger; Co-président de l'intergroupe parlementaire Relations avec le peuple kurde; Co-président de l'intergroupe parlementaire droits humains; Co-président de groupe d'amitié parlementaire Suisse-Tunisie: Co-président du groupe parlementaire Suisse-Arménie,Sommaruga Carlo,2019-12-02T00:00:00,,2019-11-10T00:00:00,2019-12-02T00:00:00,,2021-09-03T08:27:20.363,4,Lugano (TI),1959-07-08T00:00:00,
748,1121,FR,,1121,2604,false,Jasmin,Hutter-Hutter,f,17,St-Gall,SG,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,,,,,Suisse,Altstätten,,Legislative des Kantons: von 1999 bis 2003,Vizepräsidentin SVP Schweiz: seit März 2008,,Hutter Jasmin,2007-12-03T00:00:00,2009-12-31T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2009-12-31T00:00:00,2018-10-05T16:18:07.21,,"Diepoldsau (SG),Altstätten (SG)",1978-06-11T00:00:00,
749,1122,FR,,1122,2594,true,Kurt,Fluri,m,11,Soleure,SO,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,14,Colonel,,,Suisse,Soleure,,Exekutive der Gemeinde: seit Juni 1985; Legislative des Kantons: von April 1989 bis November 2003; Vizepräsident FDP der Stadt Solothurn: von 1993 bis 2017; Präsident der Kantonsratsfraktion: von Juli 1999 bis November 2003,,"Präsident der Parlamentarischen Gruppe Kommunalpolitik, Raumentwicklung sowie Natur- und Heimatschutz; Co-Präsident der Parlamentarischen Gruppe Kultur, Biodiversität und Artenschutz, Hauptstadtregion Schweiz sowie Migration; Mitglied der Parlamentarischen Gruppe für Altersfragen, Arbeit, Bildung, Forschung und Innovation, Fürsorgerische Zwangsmassnahmen, Inlandbanken, Musik, Polizei- und Sicherheitsfragen, gegen Rassismus und Fremdenfeindlichkeit, Rotes Kreuz, Schweiz-Polen, für Tourismus sowie Uhrenindustrie",Fluri,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,2020-04-30T16:02:57.473,,"Soleure (SO),Herbetswil (SO)",1955-08-19T00:00:00,
