,ID,Language,PersonNumber,PersonIdCode,Title,TitleText,LastName,GenderAsString,DateOfBirth,DateOfDeath,MaritalStatus,MaritalStatusText,PlaceOfBirthCity,PlaceOfBirthCanton,Modified,FirstName,OfficialName,MilitaryRank,MilitaryRankText,NativeLanguage,NumberOfChildren
421,483,FR,483,2507,98,lic. phil.,Lalive d'Epinay,f,1957-06-17T00:00:00,,,,Zurich,Zurich,2018-10-09T15:14:51.56,Maya,Lalive d'Epinay,,,D,
422,484,FR,484,2508,100,dipl. EI. Ing. HTL,Laubacher,m,1943-12-31T00:00:00,,,,Schwyz,Schwyz,2018-10-09T15:16:26.69,Otto,Laubacher,,,D,
423,485,FR,485,2509,64,dipl. Ing. ETH,Leutenegger,m,1944-12-09T00:00:00,,,,Coire,Grisons,2018-10-09T15:17:51.84,Hansjakob,Leutenegger Hajo,,,D,
424,487,FR,487,2129,116,lic. rer. pol. / lic. iur.,Leutenegger Oberholzer,f,1948-03-06T00:00:00,,,,Coire,Grisons,2017-03-22T14:56:46.18,Susanne,Leutenegger Oberholzer,,,D,
425,488,FR,488,2510,115,lic. iur.,Leuthard,f,1963-04-10T00:00:00,,2,marié(e),Merenschwand,Argovie,2015-05-17T21:18:19.387,Doris,Leuthard,,,D,
426,489,FR,489,2511,101,Dr. oec.,Loepfe,m,1942-12-25T00:00:00,,,,Berg,St-Gall,2018-10-09T15:18:30.15,Arthur,Loepfe,13,Lieutenant-colonel,D,
427,490,FR,490,2512,135,Eidg. dipl. Schreinermeister,Lustenberger,m,1950-04-02T00:00:00,,,,Romoos,Lucerne,2018-10-09T15:19:37.473,Ruedi,Lustenberger,7,Adjudant sous-officier,D,
428,491,FR,491,2513,35,lic. ès lettres,Maillard,m,1968-03-16T00:00:00,,2,marié(e),Lausanne,Vaud,2019-12-13T14:34:54.883,Pierre-Yves,Maillard,,,F,2
429,492,FR,492,2514,117,lic. en droit,Mariétan,m,1952-02-12T00:00:00,,,,Champéry,Valais,2018-10-09T15:20:46.933,Fernand,Mariétan,3,Caporal,F,
430,493,FR,493,2515,,,Mathys,m,1946-06-03T00:00:00,,,,Kölliken,Argovie,2018-10-09T15:22:24.417,Hans Ulrich,Mathys,,,D,
431,494,FR,494,2516,60,Dr. ès sc. pol.,Meier-Schatz,f,1952-01-04T00:00:00,,,,Le Locle,Neuchâtel,2018-10-09T15:23:14.43,Lucrezia,Meier-Schatz,,,D,
432,495,FR,495,2517,,,Menétrey-Savary,f,1938-01-29T00:00:00,,,,Aigle,Vaud,2018-10-09T15:23:24.577,Anne-Catherine,Menétrey-Savary,,,F,
433,496,FR,496,2518,92,dipl. Baumeister,Messmer,m,1945-10-25T00:00:00,,,,Riedt,Thurgovie,2018-10-09T15:23:48.15,Werner,Messmer,14,Colonel,D,
434,497,FR,497,2520,,,Mugny,m,1953-02-13T00:00:00,,,,Genève 8,Genève,2018-10-09T15:26:01.37,Patrice,Mugny Patrice,,,F,
435,498,FR,498,2521,188,Professeur honoraire EPFL,Neirynck,m,1931-08-17T00:00:00,,,,Uccle,,2018-10-09T15:28:00.553,Jacques,Neirynck,,,F,
436,499,FR,499,2522,180,lic. oec. publ. / pianificatore ETHZ-NDS,Pedrina,m,1954-11-27T00:00:00,,,,Faido,Tessin,2018-10-09T15:32:50.483,Fabio,Pedrina,1,Soldat,I,
437,500,FR,500,2523,214,-,Pfister,m,1942-07-16T00:00:00,2012-08-06T00:00:00,,,Uster,Zurich,2018-10-09T14:34:48.333,Theophil,Pfister Theophil,1,Soldat,D,
438,501,FR,501,2524,119,"Dr. med. FMH, FAMH",Polla,f,1950-03-07T00:00:00,,,,Genève 8,Genève,2018-10-09T15:34:25.467,Barbara,Polla,,,F,
439,502,FR,502,2525,163,Dr. sc. nat. ETH,Riklin,f,1952-10-21T00:00:00,,,,Zurich,Zurich,2018-02-21T09:40:40.457,Kathy,Riklin Kathy,,,D,
440,503,FR,503,2526,50,lic. rer. pol.,Robbiani,m,1951-03-20T00:00:00,,,,Roveredo,Grisons,2018-10-09T15:38:51.543,Meinrado,Robbiani,2,Appointé,I,
441,504,FR,504,2527,220,lic. ès sc. pol. / dr. ès sc. soc.,Rossini,m,1963-08-09T00:00:00,,,,Sion,Valais,2015-05-17T21:18:19.387,Stéphane,Rossini,1,Soldat,F,
442,505,FR,505,2528,166,Dr. en droit / lic. ès. sc. pol.,Ruey,m,1949-11-29T00:00:00,,,,Nyon,Vaud,2018-10-09T16:21:18.963,Claude,Ruey,,,F,
443,506,FR,506,2529,157,Meisterlandwirt,Scherer,m,1952-01-29T00:00:00,,,,Cham,Zoug,2018-10-09T16:24:05.723,Marcel,Scherer,1,Soldat,D,
444,508,FR,508,2530,148,dipl. El. Ing. ETH / MBA INSEAD,Schneider-Ammann,m,1952-02-18T00:00:00,,2,marié(e),Sumiswald,Berne,2015-05-17T21:18:19.387,Johann N.,Schneider,14,Colonel,D,2
445,509,FR,509,2531,58,Dr. en droit,Schwaab,m,1948-12-31T00:00:00,,,,Lausanne,Vaud,2018-10-09T16:27:01.57,Jean Jacques,Schwaab,,,F,
446,510,FR,510,2532,6,Dr. iur.,Siegrist,m,1945-06-04T00:00:00,,,,Fahrwangen,Argovie,2018-10-09T16:29:02.55,Ulrich,Siegrist Ulrich,14,Colonel,D,
447,511,FR,511,2533,214,-,Simoneschi-Cortesi,f,1946-04-21T00:00:00,,,,Zurich,Zurich,2018-10-09T16:29:34.007,Chiara,Simoneschi-Cortesi,,,I,
448,512,FR,512,2534,214,-,Sommaruga,f,1960-05-14T00:00:00,,2,marié(e),Zoug,Zoug,2015-05-17T21:18:19.387,Simonetta,Sommaruga Simonetta,,,D,
449,513,FR,513,2535,,,Spuhler,m,1959-01-09T00:00:00,,,,Sevilla,,2018-10-09T16:30:22.857,Peter,Spuhler,11,Capitaine,D,
450,514,FR,514,2536,215,Nachdiplom HSG KMU,Stahl,m,1968-01-16T00:00:00,,,,Winterthur,Zurich,2019-05-29T17:36:52.253,Jürg,Stahl,12,Major,D,
451,515,FR,515,2537,,,Studer,m,1949-05-16T00:00:00,,,,Baden,Argovie,2018-10-09T16:32:54.33,Heiner,Studer Heiner,,,D,
452,516,FR,516,2538,6,Dr. iur.,Triponez,m,1943-08-07T00:00:00,,,,Lucerne,Lucerne,2018-10-09T16:34:34.69,Pierre,Triponez,13,Lieutenant-colonel,D,
453,517,FR,517,2539,,,Vaudroz,m,1953-05-23T00:00:00,2007-03-07T00:00:00,,,Aubonne,Vaud,2018-10-09T14:44:44.343,Jean-Claude,Vaudroz Jean-Claude,,,F,
454,518,FR,518,2540,176,dipl. Umweltnaturwissenschaftler ETH,Vaudroz,m,1947-07-21T00:00:00,,,,Leysin,Vaud,2018-10-09T16:35:36.337,René,Vaudroz René,,,F,
455,519,FR,519,2541,157,Meisterlandwirt,Walter,m,1951-02-05T00:00:00,,,,Frauenfeld,Thurgovie,2017-11-30T17:10:31.28,Hansjörg,Walter,41,--,D,
456,520,FR,520,2542,64,dipl. Ing. ETH,Wandfluh,m,1952-01-16T00:00:00,,,,Berne,Berne,2018-10-09T16:39:07.393,Hansruedi,Wandfluh,10,Premier-lieutenant,D,
457,521,FR,521,2543,105,Dr. phil. nat.,Wasserfallen,m,1947-04-27T00:00:00,2006-12-02T00:00:00,,,Berne,Berne,2018-10-09T14:46:43.01,Kurt,Wasserfallen,,,D,
458,522,FR,522,2544,203,Dr. rer. oec.,Wyss,f,1973-02-08T00:00:00,,,,Davos,Grisons,2018-10-09T16:42:53.163,Ursula,Wyss Ursula,,,D,
459,523,FR,523,2545,106,Dr. med. Dr. rer. na,Zäch,m,1935-10-01T00:00:00,,,,Häggenschwil,St-Gall,2018-10-09T16:43:05.493,Guido,Zäch,14,Colonel,D,
460,524,FR,524,2491,3,lic. en droit,Garbani,f,1966-09-19T00:00:00,,,,Neuchâtel,Neuchâtel,2018-10-05T16:08:04.517,Valérie,Garbani Valérie,,,F,
461,525,FR,525,2546,,,Zanetti,m,1954-12-14T00:00:00,,1,célibataire,Soleure,Soleure,2020-04-16T09:35:35.18,Roberto,Zanetti Roberto,,,D,0
462,526,FR,526,2547,,,Zuppiger,m,1952-02-24T00:00:00,2016-02-19T00:00:00,,,St. Gall,St-Gall,2018-10-09T14:48:53.55,Bruno,Zuppiger,14,Colonel,D,
463,527,FR,527,2556,,,Tillmanns,m,1939-11-26T00:00:00,,,,Moukden,,2018-10-09T16:34:15.17,Pierre,Tillmanns,,,F,
464,528,FR,528,2548,214,-,Briner,m,1943-11-01T00:00:00,,,,Zurich,Zurich,2018-10-05T13:34:50.49,Peter,Briner,,,D,
465,529,FR,529,2549,3,lic. en droit,Cornu,m,1956-04-01T00:00:00,,,,Billens,Fribourg,2018-10-05T15:50:17.4,Jean-Claude,Cornu,,,F,
466,530,FR,530,2550,,,Slongo,f,1948-06-09T00:00:00,,,,Stans,Nidwald,2018-10-09T16:29:46.62,Marianne,Slongo,,,D,
467,531,FR,531,2551,6,Dr. iur.,Stadler,m,1953-08-06T00:00:00,,,,Altdorf,Uri,2018-10-09T16:30:38.063,Hansruedi,Stadler Hansruedi,11,Capitaine,D,
468,532,FR,532,2552,6,Dr. iur.,Stähelin,m,1944-04-02T00:00:00,,,,Frauenfeld,Thurgovie,2018-10-09T16:30:53.197,Philipp,Stähelin,,,D,
469,534,FR,534,2553,,,Wenger,m,1944-09-02T00:00:00,2002-06-10T00:00:00,,,Stein am Rhein,Schaffhouse,2018-10-09T14:47:18.163,Rico,Wenger Rico,,,D,
470,535,FR,535,2554,,,Berger,f,1944-12-03T00:00:00,,,,Neuchâtel,Neuchâtel,2018-10-05T13:28:22.267,Michèle-Irène,Berger Michèle-Irène,,,F,
471,536,FR,536,2555,3,lic. en droit,Studer,m,1957-11-12T00:00:00,,,,Paris,,2018-10-09T16:33:00.92,Jean,Studer Jean,,,F,
472,537,FR,537,2557,115,lic. iur.,Escher,m,1941-04-14T00:00:00,,,,Brigue,Valais,2018-10-05T16:02:33.1,Rolf,Escher Rolf,11,Capitaine,D,
473,538,FR,538,2559,6,Dr. iur.,Bürgi,m,1946-02-18T00:00:00,,,,Frauenfeld,Thurgovie,2018-10-05T13:36:54.66,Hermann,Bürgi,,,D,
474,539,FR,539,2558,99,Dr. phil. II,Fünfschilling,m,1940-01-19T00:00:00,,,,Bâle,Bâle-Ville,2018-10-05T16:07:29.213,Hans,Fünfschilling,,,D,
475,540,FR,540,2561,,,Lombardi,m,1956-05-29T00:00:00,,,,Bellinzona,Tessin,2020-01-20T09:06:35.387,Filippo,Lombardi,11,Capitaine,I,
476,541,FR,541,2560,154,Professor (Titularprofessor)/Dr.iur. LL.M.,Pfisterer,m,1941-05-07T00:00:00,,,,Aarau,Argovie,2018-10-09T15:33:39.863,Thomas,Pfisterer Thomas,14,Colonel,D,
477,542,FR,542,2519,131,Prof. Dr. phil.,Mörgeli,m,1960-07-16T00:00:00,,,,Stäfa,Zurich,2018-10-09T15:25:31.56,Christoph,Mörgeli,13,Lieutenant-colonel,D,
478,543,FR,543,2562,26,Dr. rer. pol.,Walker,m,1935-03-06T00:00:00,,,,Mörel,Valais,2018-10-09T16:38:42.71,Felix,Walker Felix,12,Major,D,
479,551,FR,551,2563,,,Marty Kälin,f,1954-03-28T00:00:00,2022-11-27T00:00:00,,,Schaffhouse,Schaffhouse,2022-12-05T07:11:58.82,Barbara,Marty Kälin,,,D,
480,552,FR,552,1001,,,Ammann,m,1921-02-06T00:00:00,2006-03-20T00:00:00,,,,,2015-05-17T21:18:19.387,Ulrich,Ammann Ulrich,,,,
481,553,FR,553,1002,,,Blunschy-Steiner,f,1922-07-13T00:00:00,2015-05-01T00:00:00,,,,,2015-05-17T21:18:19.387,Elisabeth,Blunschy-Steiner,,,D,
482,554,FR,554,1003,,,Bonnard,m,1922-12-07T00:00:00,1994-09-06T00:00:00,,,,,2015-05-17T21:18:19.387,Claude,,,,F,
483,557,FR,557,1004,,,Bratschi,m,1925-08-12T00:00:00,1992-02-18T00:00:00,,,,,2015-05-17T21:18:19.387,Heinz,,,,,
484,558,FR,558,1005,,,Bürer,m,1925-08-10T00:00:00,2009-08-27T00:00:00,,,,,2015-05-17T21:18:19.387,Kurt,Bürer,,,D,
485,559,FR,559,1006,,,Butty,m,1925-07-03T00:00:00,1990-12-11T00:00:00,,,,,2015-05-17T21:18:19.387,Laurent,,,,,
486,560,FR,560,1007,,,Camenzind,f,1939-11-13T00:00:00,,,,,,2015-05-17T21:18:19.387,Margrit,Camenzind,,,,
487,561,FR,561,1008,,,Candaux,m,1922-03-28T00:00:00,2010-12-31T00:00:00,,,,,2015-05-17T21:18:19.387,Pierre-David,Candaux,,,F,
488,562,FR,562,1009,,,Cantieni,m,1928-05-14T00:00:00,2016-04-23T00:00:00,,,,,2016-04-26T15:08:28.107,Toni,Cantieni,,,D,
489,563,FR,563,1010,,,de Chastonay,m,1931-06-20T00:00:00,,,,,,2015-05-17T21:18:19.387,Pierre,de Chastonay Pierre,,,F,
490,564,FR,564,1011,,,Chopard,m,1929-11-23T00:00:00,2009-01-24T00:00:00,,,,,2015-05-17T21:18:19.387,Max,Chopard,,,D,
491,565,FR,565,1012,,,Christinat,f,1926-02-06T00:00:00,2016-09-07T00:00:00,,,,,2016-09-12T11:11:17.477,Amélia,Christinat Amélia,,,F,
492,566,FR,566,1013,,,Clivaz,m,1925-04-17T00:00:00,2021-02-15T00:00:00,,,,,2021-02-24T16:09:09.51,Jean,,,,F,
493,567,FR,567,1014,,,Cottet,m,1923-04-14T00:00:00,2019-05-23T00:00:00,,,,,2019-05-28T11:33:11.08,Joseph,Cottet Joseph,,,F,
494,568,FR,568,1015,,,Deneys,f,1937-05-25T00:00:00,2014-11-21T00:00:00,,,,,2015-05-17T21:18:19.387,Heidi,Deneys Heidi,,,F,
495,569,FR,569,1016,,,Dirren,m,1941-08-04T00:00:00,,,,,,2015-05-17T21:18:19.387,Herbert,Dirren,,,,
496,570,FR,570,1017,,,Dubois,m,1928-01-04T00:00:00,,,,,,2015-05-17T21:18:19.387,Marcel,Dubois Marcel,,,F,
497,571,FR,571,1018,,,Dupont,m,1933-09-23T00:00:00,1990-12-04T00:00:00,,,,,2015-05-17T21:18:19.387,Bernard,,,,,
498,572,FR,572,1019,,,Eggli,m,1932-05-02T00:00:00,,,,,,2015-05-17T21:18:19.387,Albert,Eggli Albert,,,,
499,573,FR,573,1020,,,Eng,m,1928-07-19T00:00:00,,,,,,2015-05-17T21:18:19.387,Franz,Eng,,,D,
500,574,FR,574,1021,,,Flubacher,m,1921-09-03T00:00:00,1992-03-26T00:00:00,,,,,2015-05-17T21:18:19.387,Karl,,,,,
501,575,FR,575,1022,,,Friedli,f,1929-04-06T00:00:00,2016-07-10T00:00:00,,,,,2016-07-12T13:55:00.94,Valentine,Friedli,,,F,
502,576,FR,576,1023,,,Gehler,m,1951-07-01T00:00:00,2005-07-31T00:00:00,,,,,2015-05-17T21:18:19.387,Jean-Paul,Gehler Jean-Paul,,,,
503,577,FR,577,1024,,,Geissbühler,m,1925-10-10T00:00:00,2002-11-24T00:00:00,,,,,2015-05-17T21:18:19.387,Gottlieb,Geissbühler Gottlieb,,,,
504,578,FR,578,1025,,,Giudici,m,1938-12-28T00:00:00,,,,,,2015-05-17T21:18:19.387,Luciano,Giudici,,,I,
505,579,FR,579,1026,,,Gloor,m,1924-07-30T00:00:00,1994-11-03T00:00:00,,,,,2015-05-17T21:18:19.387,Jean-Philippe,,,,,
506,580,FR,580,1027,,,Gurtner,f,1943-09-06T00:00:00,,,,,,2015-05-17T21:18:19.387,Barbara,Gurtner,,,,
507,581,FR,581,1028,,,Hofmann,m,1924-03-04T00:00:00,2005-05-24T00:00:00,,,,,2015-05-17T21:18:19.387,Fritz,Hofmann Fritz,,,D,
508,582,FR,582,1029,,,Künzi,m,1924-01-30T00:00:00,2004-11-16T00:00:00,,,,,2015-05-17T21:18:19.387,Hans,Künzi Hans,,,D,
509,583,FR,583,1030,,,Landolt,m,1918-11-27T00:00:00,2002-03-26T00:00:00,,,,,2015-05-17T21:18:19.387,Josef,Landolt Josef,,,D,
510,584,FR,584,1031,,,Lüchinger,m,1927-05-12T00:00:00,2009-08-24T00:00:00,,,,,2015-05-17T21:18:19.387,Hans-Georg,Lüchinger,,,D,
511,586,FR,586,1032,,,Magnin,m,1920-02-07T00:00:00,2011-09-29T00:00:00,,,,,2015-05-17T21:18:19.387,Armand,Magnin Armand,,,F,
512,587,FR,587,1033,,,Martignoni,m,1927-05-28T00:00:00,,,,,,2015-05-17T21:18:19.387,Werner,Martignoni,,,,
513,588,FR,588,1034,,,Meyer,m,1932-06-20T00:00:00,,,,,,2015-05-17T21:18:19.387,Kurt,Meyer Kurt,,,D,
514,589,FR,589,1035,,,Müller,m,1924-07-27T00:00:00,2006-03-21T00:00:00,,,,,2015-05-17T21:18:19.387,Arnold,Müller Arnold,,,,
515,590,FR,590,1036,,,Müller,m,1931-04-16T00:00:00,2020-05-26T00:00:00,,,,,2020-06-04T13:35:09.847,Bernhard,Müller Bernhard,,,,
516,591,FR,591,1037,,,Nauer,m,1914-10-23T00:00:00,2012-07-11T00:00:00,,,,,2015-05-17T21:18:19.387,Otto,Nauer,,,D,
517,592,FR,592,1038,,,Nef,m,1927-02-22T00:00:00,2018-02-23T00:00:00,,,,,2018-02-26T14:38:42.873,Georg,,,,,
518,593,FR,593,1039,,,Oehen,m,1931-06-26T00:00:00,2022-06-02T00:00:00,,,,,2022-06-08T12:19:26.323,Valentin,Oehen,,,D,
519,594,FR,594,1040,,,Pfund,m,1939-08-18T00:00:00,,,,,,2015-05-17T21:18:19.387,Willy,Pfund,,,D,
520,595,FR,595,1041,,,Renschler,m,1932-04-20T00:00:00,2006-07-17T00:00:00,,,,,2015-05-17T21:18:19.387,Walter,Renschler,,,,
521,596,FR,596,1042,,,Revaclier,m,1932-02-10T00:00:00,2017-12-22T00:00:00,,,,,2018-01-10T09:16:09.653,Jean,Revaclier Jean,,,F,
522,597,FR,597,1043,,,Riesen,m,1920-07-13T00:00:00,1987-09-12T00:00:00,,,,,2015-05-17T21:18:19.387,Jean,,,,,
523,598,FR,598,1044,,,Rime,m,1923-06-21T00:00:00,1994-04-20T00:00:00,,,,,2015-05-17T21:18:19.387,Pierre,,,,,
524,599,FR,599,1045,,,Risi,m,1920-12-26T00:00:00,1999-09-20T00:00:00,,,,,2015-05-17T21:18:19.387,Josef,,,,,
525,600,FR,600,1046,,,Robbiani,m,1939-03-09T00:00:00,2009-12-14T00:00:00,,,,,2015-05-17T21:18:19.387,Dario,Robbiani Dario,,,I,
526,601,FR,601,1047,,,Röthlin,m,1930-04-13T00:00:00,2009-02-01T00:00:00,,,,,2015-05-17T21:18:19.387,Walter,Röthlin,,,D,
527,603,FR,603,1049,,,Ruch,m,1939-10-27T00:00:00,,,,,,2015-05-17T21:18:19.387,Rudolf,Ruch,,,,
528,605,FR,605,1050,,,Schärli,m,1925-07-15T00:00:00,2014-05-24T00:00:00,,,,,2015-05-17T21:18:19.387,Hans,Schärli Hans,,,D,
529,606,FR,606,1051,,,Schnyder,m,1897-08-08T00:00:00,1974-10-14T00:00:00,,,,,2015-05-17T21:18:19.387,Heinrich,,,,,
530,607,FR,607,1052,,,Schwarz,m,1926-08-04T00:00:00,2015-03-05T00:00:00,,,,,2015-05-17T21:18:19.387,Urs,Schwarz Urs,,,D,
531,608,FR,608,1053,,,Soldini,m,1913-02-02T00:00:00,1993-11-30T00:00:00,,,,,2015-05-17T21:18:19.387,Mario,,,,,
532,609,FR,609,1054,,,Stamm,m,1927-09-25T00:00:00,,,,,,2015-05-17T21:18:19.387,Walter,,,,,
533,610,FR,610,1055,,,Stucki,m,1924-07-10T00:00:00,2006-03-17T00:00:00,,,,,2015-05-17T21:18:19.387,Jakob,Stucki Jakob,,,,
534,611,FR,611,1056,,,Thévoz,m,1914-10-06T00:00:00,2002-02-07T00:00:00,,,,,2015-05-17T21:18:19.387,Georges,Thévoz,,,F,
535,612,FR,612,1057,,,Vannay,f,1945-01-02T00:00:00,1998-11-12T00:00:00,,,,,2015-05-17T21:18:19.387,Françoise,,,,,
536,613,FR,613,1058,,,Wagner,m,1917-12-14T00:00:00,1997-12-02T00:00:00,,,,,2015-05-17T21:18:19.387,Paul,,,,,
537,614,FR,614,1059,,,Weber,m,1917-03-12T00:00:00,2008-01-11T00:00:00,,,,,2015-05-17T21:18:19.387,Walter,Weber Walter,,,,
538,615,FR,615,1060,,,Weber,m,1920-06-24T00:00:00,1995-02-26T00:00:00,,,,,2015-05-17T21:18:19.387,Leo,,,,,
539,616,FR,616,1061,,,Weber,m,1923-03-13T00:00:00,2000-02-29T00:00:00,,,,,2015-05-17T21:18:19.387,Rolf,Weber Rolf,,,,
540,617,FR,617,1063,,,Zehnder,m,1927-04-05T00:00:00,1989-12-11T00:00:00,,,,,2015-05-17T21:18:19.387,Herbert,,,,,
541,618,FR,618,1064,,,Ziegler,m,1924-06-29T00:00:00,2014-08-12T00:00:00,,,,,2015-05-17T21:18:19.387,Josef,Ziegler Josef,,,D,
542,619,FR,619,1065,,,Arnold,m,1923-12-17T00:00:00,2014-05-16T00:00:00,,,,,2015-05-17T21:18:19.387,Leo,Arnold Leo,,,D,
543,620,FR,620,1066,,,Aubert,m,1931-05-11T00:00:00,,,,,,2015-05-17T21:18:19.387,Jean-François,Aubert Jean-François,,,F,
544,621,FR,621,1067,,,Bauer-Lagier,f,1922-12-01T00:00:00,2006-02-19T00:00:00,,,,,2015-05-17T21:18:19.387,Monique,Bauer-Lagier,,,F,
545,622,FR,622,1068,,,Belser,m,1942-08-01T00:00:00,,,,,,2015-05-17T21:18:19.387,Eduard,,,,D,
546,623,FR,623,1069,,,Binder,m,1925-02-12T00:00:00,,,,,,2015-05-17T21:18:19.387,Julius,Binder Julius,,,D,
547,624,FR,624,1070,,,Bürgi,m,1921-04-20T00:00:00,2004-06-30T00:00:00,,,,,2015-05-17T21:18:19.387,Paul,Bürgi Paul,,,D,
548,625,FR,625,1071,,,Debétaz,m,1917-09-16T00:00:00,1999-03-24T00:00:00,,,,,2015-05-17T21:18:19.387,Edouard,,,,,
549,626,FR,626,1072,,,Dreyer,m,1924-06-03T00:00:00,2005-07-28T00:00:00,,,,,2015-05-17T21:18:19.387,Pierre,Dreyer,,,F,
550,627,FR,627,1073,,,Genoud,m,1930-12-09T00:00:00,1987-04-19T00:00:00,,,,,2015-05-17T21:18:19.387,Guy,,,,,
551,628,FR,628,1074,,,Gerber,m,1923-06-08T00:00:00,2012-04-11T00:00:00,,,,,2015-05-17T21:18:19.387,Peter,Gerber,,,D,
552,629,FR,629,1075,,,Knüsel,m,1923-10-21T00:00:00,2018-02-13T00:00:00,,,,,2018-02-21T16:05:16.817,Peter,Knüsel,,,D,
553,630,FR,630,1076,,,Letsch,m,1924-03-31T00:00:00,2015-10-18T00:00:00,,,,,2015-10-29T08:41:17.577,Hans,Letsch,,,,
554,631,FR,631,1077,,,Matossi,m,1919-01-31T00:00:00,2012-08-18T00:00:00,,,,,2015-05-17T21:18:19.387,Franco,Matossi,,,D,
555,632,FR,632,1078,,,Meylan,m,1929-12-30T00:00:00,2000-02-27T00:00:00,,,,,2015-05-17T21:18:19.387,René,Meylan,,,F,
556,633,FR,633,1079,,,Moll,m,1928-07-25T00:00:00,2008-03-20T00:00:00,,,,,2015-05-17T21:18:19.387,Heinz,Moll Heinz,,,,
557,634,FR,634,1080,,,Muheim,m,1923-02-01T00:00:00,2009-02-18T00:00:00,,,,,2015-05-17T21:18:19.387,Franz,Muheim Franz,,,D,
558,635,FR,635,1081,,,Steiner,m,1920-10-28T00:00:00,2012-06-07T00:00:00,,,,,2015-05-17T21:18:19.387,Ernst,Steiner,,,D,
559,636,FR,636,1083,,,Frei,m,1923-12-02T00:00:00,1986-05-18T00:00:00,,,,,2015-05-17T21:18:19.387,Hans,,,,,
560,637,FR,637,1086,,,Rohrer,m,1936-11-01T00:00:00,,,,,,2015-05-17T21:18:19.387,Hans,Rohrer Hans,,,D,
561,638,FR,638,1087,,,Andermatt,m,1922-11-08T00:00:00,,,,,,2015-05-17T21:18:19.387,Othmar,Andermatt,,,,
562,639,FR,639,1088,,,Brahier,m,1927-05-11T00:00:00,2014-10-21T00:00:00,,,,,2015-05-17T21:18:19.387,Gaston,Brahier,,,F,
563,640,FR,640,1089,,,Hophan,m,1918-11-29T00:00:00,1991-01-10T00:00:00,,,,,2015-05-17T21:18:19.387,Wilfried,,,,,
564,641,FR,641,1090,,,Schaffter,m,1917-12-11T00:00:00,1998-02-13T00:00:00,,,,,2015-05-17T21:18:19.387,Roger,,,,,
565,642,FR,642,1091,,,Mascarin-Bircher,f,1945-08-18T00:00:00,,,,,,2015-05-17T21:18:19.387,Ruth,Mascarin-Bircher,,,D,
566,643,FR,643,1092,,,Dafflon,m,1914-12-02T00:00:00,1996-03-26T00:00:00,,,,,2015-05-17T21:18:19.387,Roger,,,,,
567,644,FR,644,1093,,,Hegg,m,1930-11-10T00:00:00,2021-03-24T00:00:00,,,,,2021-04-08T11:36:45.933,Jean-Jacques,Hegg,,,,
568,645,FR,645,1094,,,Kopp,f,1936-12-16T00:00:00,,,,,,2015-05-17T21:18:19.387,Elisabeth,Kopp,,,D,
569,646,FR,646,1095,,,Schmid,m,1935-08-08T00:00:00,2010-04-04T00:00:00,,,,,2015-05-17T21:18:19.387,Hans,Schmid Hans,,,D,
570,647,FR,647,1096,,,Vetsch,m,1937-06-22T00:00:00,,,,,,2015-05-17T21:18:19.387,Burkhard,Vetsch Burkhard,,,,
571,648,FR,648,1097,,,Affolter,m,1941-05-24T00:00:00,,,,,,2015-05-17T21:18:19.387,Alfred,Affolter Alfred,,,,
572,649,FR,649,1098,,,Akeret,m,1915-01-08T00:00:00,1987-09-12T00:00:00,,,,,2015-05-17T21:18:19.387,Erwin,Akeret,,,,
573,650,FR,650,1099,,,Alder,m,1938-03-28T00:00:00,2022-05-20T00:00:00,,,,,2022-05-30T10:54:43.013,Claudius,Alder Claudius,,,D,
574,651,FR,651,1100,,,Augsburger,m,1922-08-13T00:00:00,1997-07-03T00:00:00,,,,,2015-05-17T21:18:19.387,Walter,,,,,
575,652,FR,652,1101,,,Bacciarini,f,1921-03-30T00:00:00,2007-01-22T00:00:00,,,,,2015-05-17T21:18:19.387,Alma,Bacciarini,,,I,
576,653,FR,653,1102,,,Baechtold,m,1921-08-08T00:00:00,1996-12-19T00:00:00,,,,,2015-05-17T21:18:19.387,Gilbert,,,,,
577,654,FR,654,1103,,,Barchi,m,1929-05-11T00:00:00,2018-08-19T00:00:00,,,,,2018-08-21T10:57:38.68,Pier Felice,Barchi,,,I,
578,655,FR,655,1104,,,Barras,m,1917-06-09T00:00:00,2001-11-17T00:00:00,,,,,2015-05-17T21:18:19.387,Louis,Barras,,,F,
579,656,FR,656,1105,,,Biderbost,m,1927-07-28T00:00:00,1999-10-24T00:00:00,,,,,2015-05-17T21:18:19.387,Paul,,,,,
580,657,FR,657,1106,,,de Capitani,m,1925-07-30T00:00:00,2013-02-17T00:00:00,,,,,2015-05-17T21:18:19.387,Silvio,de Capitani,,,D,
581,658,FR,658,1107,,,Crevoisier,m,1938-08-08T00:00:00,,,,,,2015-05-17T21:18:19.387,Jean-Claude,Crevoisier Jean-Claude,,,F,
582,659,FR,659,1108,,,Delamuraz,m,1936-04-01T00:00:00,1998-10-04T00:00:00,,,,,2015-05-17T21:18:19.387,Jean-Pascal,Delamuraz,,,F,
583,660,FR,660,1109,,,Duboule,m,1925-01-26T00:00:00,1983-11-06T00:00:00,,,,,2015-05-17T21:18:19.387,Gilbert,,,,,
